Code;Título;Tempo inicial;Tipo;Situação;Link;Vídeo base
v137;Com isso seu negócio fica mais competitivo!;06:56 – 07:10;Reels;Enviado;https://drive.google.com/file/d/1ZUSWWqzDnPp8olltYwcTtbCfmwilyP2a/view?usp=sharing;Vídeo 9_ Como calcular o valor da sua hora
v138;Você não vende projetos, você vende isso aqui!;07:38 – 07:46;Reels;Enviado;https://drive.google.com/file/d/1VKr3ADA4px1k3Tbzjc-rkpFG__xS-Zmz/view?usp=sharing;Vídeo 9_ Como calcular o valor da sua hora
v139;Se você vende para o público C, precisa saber disso!;08:02 – 08:19;Reels;Enviado;https://drive.google.com/file/d/1HPGvALE_wAt0-eVGV5Jfdi8iS4BQnW06/view?usp=sharing;Vídeo 9_ Como calcular o valor da sua hora
v140;Pode não parecer, mas você precisa anotar esses custos também!;08:35 – 08:53;Reels;Enviado;https://drive.google.com/file/d/1Yr85wE3Mi7M1I6b33bzW2tU5oUYU2GFa/view?usp=sharing;Vídeo 9_ Como calcular o valor da sua hora
v141;Você poderá usar as tabelas da ABD e CAU nesse caso!;15:06 – 15:23;Reels;Enviado;https://drive.google.com/file/d/15IzOixAepTUm7CwZqAWF40EfneWL16D6/view?usp=sharing;Vídeo 9_ Como calcular o valor da sua hora
v116;Sem Essas 4 Variáveis você não vai conseguir CALCULAR o Valor de VENDA da sua HORA!;01:31 – 01:47;Feed;Enviado;https://drive.google.com/file/d/1cp6ZFeNb-wOmhHkKbpxvs-Q3aSS_KBPX/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v117;Antes de CALCULAR o VALOR de Venda da sua HORA, tenha isso em Mente!;01:31 – 02:25;Feed;Enviado;https://drive.google.com/file/d/1Fp5WCfYKBEXRJqy2xmVyPG-DqDeT3Yvx/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v118;3 coisas que NÃO podem faltar para saber quanto CUSTA sua HORA de Trabalho!;01:48 – 02:25;Feed;Enviado;https://drive.google.com/file/d/1XhX2-H_JOv7860g7HhNFPLJl7kvjp7YG/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v119;Como calcular a MARGEM DE LUCRO IDEAL? VOU TE EXPLICAR NESSE VÍDEO!;02:40 – 02:47, 02:53 - 03:27;Feed;Enviado;https://drive.google.com/file/d/1iDWuEQQBUerDQd_wM63I1N6lg9azUq_6/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v120;Use essa FORMULA para encontrar o Valor de VENDA da sua HORA!;03:32 – 04:58;IGTV;Enviado;https://drive.google.com/drive/folders/1pm1o3A06buq5kLjAufl8s0rvy_c_YnMu?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v121;Quanto pago de IMPOSTO e qual o meu LUCRO POR HORA? USE ESSA CONTINHA PARA DESCOBRIR!;05:04 – 05:43, 06:07 - 06:27;IGTV;Enviado;https://drive.google.com/drive/folders/1i4l7T_RhK15kw6rSORbPaXPLgD-6rPiX?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v122;QUANTO É O VALOR JUSTO DO SEU SERVIÇO? Faça o que digo nesse vídeo para você não pagar para trabalhar;07:31 – 08:31;Feed;Enviado;https://drive.google.com/file/d/1JM2VfO8PoGk1JXVgjtYN5hf8g2wez1DF/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v123;O QUE EU FAÇO PARA AUMENTAR MINHA MARGEM DE LUCRO? Mas tome cuidado com isso!;08:43 – 09:20;Feed;Enviado;https://drive.google.com/file/d/1cP0zcjk5S3liR9WdwB7z95lQypqT3d0_/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v124;2 MANEIRAS DE DAR DESCONTO SEM SAIR NO PREJUÍZO! A 1ª É TOP;09:21 – 11:21;IGTV;Enviado;https://drive.google.com/drive/folders/1zVEZcZBWwqDtML63ZWcsKTGqDR4-mwdT?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v126;Use essas 4 variáveis para saber quanto vale sua hora de trabalho;01:31 – 01:48;Reels;Enviado;https://drive.google.com/file/d/1i7Br2Pca_fyKXoIE5bgAnZxcacnIdibX/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v127;Essa é alíquota de imposto incidente para quem vende projeto!;02:41 – 02:47;Reels;Enviado;https://drive.google.com/file/d/1WEXOGFwVWSdoeAlTK5RBCx2lA7wFvi-U/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v128;Não defina sua margem de lucro sem levar isso em consideração.;02:53 – 03:03;Reels;Enviado;https://drive.google.com/file/d/1wEkrMYRCfMbBou5TFPiehNco4wVKZhKw/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v129;É por isso que o valor da hora de um recém formado é menor.;03:04 – 03:20;Reels;Enviado;https://drive.google.com/file/d/15INQ4Tq1xhpksFH0p62dCn3xJb3a19-W/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v130;O que todo empreendedor busca, você sabe? Será?! 🤔;10:25 – 10:39;Reels;Enviado;https://drive.google.com/file/d/1CHZpJ-3unSFQdtnBD2WRZhzkyKXP_-dI/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v131;Cliente achou o valor do projeto alto? Você pode enxugar dessa forma!;11:08 – 11:23;Reels;Enviado;https://drive.google.com/file/d/1QiDintioBcAktp62bVX297zQR1wOl6Pa/view?usp=sharing;Vídeo 10_ Como calcular o valor da sua hora
v125;Essa é sua verdadeira moeda de trabalho - Live 1;04:35 - 04:44;Reels;Enviado;https://drive.google.com/file/d/1lGMe1DI1lYSZYKMbp7d8buwEPLjNWRXj/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v145;Isso é o que acontece quando você investe tempo no cliente errado!;04:55 -  04:59,  05:07 -  05:42;Feed;Enviado;https://drive.google.com/file/d/15Eerc2LU3ThxTeXvwGH6jRbA3V6UV6IK/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v150;Faça isso e pare de tentar vender pra todo mundo!;06:12 - 07:22;IGTV;Enviado;https://drive.google.com/drive/folders/1_6nc1KQK8dcHZX1E-OFvvfVfvndV_1gF?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v151;Sua comunicação é estilo Casas Bahia ou Breton? E Pq isso interfere no seu negócio!?;07:22 - 08:28;IGTV;Enviado;https://drive.google.com/drive/folders/1pU-Wn_sAr9YguLg9ObKUMZcjOkRsQ9sQ?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v152;Isso é o pulo do gato na hora de escolher os seus clientes!;08:42 - 08:54, 09:18 - 09:24, 10:20 - 10:37;Feed;Enviado;https://drive.google.com/file/d/1UrAKuE_yBR0pBbwezPMZukisYc9VXo98/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v153;É ISSO QUE ACONTECE QUANDO VOCE NÃO FAZ UM PRÉ BRIEFING BEM FEITO!;11:29 – 13:15;Feed;Enviado;https://drive.google.com/file/d/148tq-cxhD1ffJKAZ_oLSX43SsU4bpq6s/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v154;USE ESSA ESTRATÉGIA  quando o cliente pedir um orçamento e economize TEMPO!;13:47 – 13:57,  14:28 – 14:43;Feed;Enviado;https://drive.google.com/file/d/15EAEoHTjfZSoZfs4acur2n6sL4r8uyPn/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v155;Negócio fechado ou não, todo mundo merece isso!;13:17 – 13:24, 16:47 – 16:57;Reels;Enviado;https://drive.google.com/file/d/1ubayeogky_Dk2rGYYWYuZjk3HSvcWaxW/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v156;6 VANTAGENS AO USAR O SIMPLIFIK COM O CLIENTE QUE PEDE ORÇAMENTO!;16:00 – 16:04, 17:17 – 17:35,  18:05 – 18:11, 18:38 – 18:54, 19:40 – 19:48, 20:00 – 20:12;Feed;Enviado;https://drive.google.com/file/d/1lcTQcfAVGfuVf_hgkNSIZLRL2ujvrs5X/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v157;NÃO DESPERDICE O SEU TEMPO FAZENDO ISSO! ;17:39 – 17:54;Reels;Enviado;https://drive.google.com/file/d/1Wzy-OCgFT8Ke62406YbRTghUEmilV3xc/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v158;Essas PERGUNTAM NÃO PODEM faltar no seu PRÉ BRIENFIG!;22:08 – 22:13, 22:49 – 23:49, 23:54 – 24:17, 24:24 – 24:35, 25:01 – 25:05, 27:18 – 27:32;IGTV;Enviado;https://drive.google.com/drive/folders/1QEEpUDEH8XzMa_j2UYLOsLaU4lUAogGL?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v159;PERGUNTE ISSO NO PRÉ BRIEFING!;24:24 – 24:35, 25:01 – 25:05;Reels;Enviado;https://drive.google.com/file/d/1x3it7Jfnfirc123Yvh9lqvy6luUSOsmX/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v160;EDUQUE SEU CLIENTE!;13:17 – 13:24, 26:14 – 26:28;Reels;Enviado;https://drive.google.com/file/d/1P10BVLne9P2oEqCcikbu9IKS7BZ83gm0/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v161;Apresentação de Proposta x Apresentação de Proposta Irresistível;27:48 – 28:46;Feed;Enviado;https://drive.google.com/file/d/1_BeIxIjzr1-4WQxOR8sPKdi-K136CSh0/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v162;A FACULDADE NÃO TE PREPARA PARA ISSO!;31:33 – 31:46;Reels;Enviado;https://drive.google.com/file/d/1agMVt8JbgsX-U4OTOD_znrZgUilXFaUj/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v163;Esse tipo de cliente não quer qualidade, quer preço!;33:59 – 34:11, 36:45 - 37:19;Feed;Enviado;https://drive.google.com/file/d/1ZOlbcSwzxqS_0SZp4HiLKWgaroYYD2tB/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v164;SE O CLIENTE FIZER ISSO SUA CHANCE DE SER CONTRATADO É ENORME!;36:07 – 36:26;Feed;Enviado;https://drive.google.com/file/d/1gf-7VRQtXEl-c8WgzJQSAvDoCxYvBJQh/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v165;É ISSO QUE UMA API FAZ COM SEU CLIENTE! ;38:03 – 38:47, 39:00 – 40:06;IGTV;Enviado;https://drive.google.com/drive/folders/1Dz75ZoBfDo3eeps59TuEFrf7rB_qZmwn?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v166;Acompanhamento de obra online? Só se for dessa forma!;40:27 – 41:31, 42:34 – 43:24;IGTV;Enviado;https://drive.google.com/drive/folders/1Mt2ok16q-nDinff6rF8be7Tj-YjejY5c?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av125;Essa é sua verdadeira moeda de trabalho - Live 1;áudio;Reels;Enviado;https://drive.google.com/file/d/1ptikUzixq67gEbTPSfLGm0q8rYVqzjGc/view;Live 1 - Fazer uma Reunião ou enviar uma proposta
av145;Isso é o que acontece quando você investe tempo no cliente errado!;áudio;Feed;Enviado;https://drive.google.com/file/d/1_lHp7W-irg_O_oK7Q3_nE-DfLLXS09bc/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av150;Faça isso e pare de tentar vender pra todo mundo!;áudio;IGTV;Enviado;https://drive.google.com/file/d/1XKugoRwysc1EbqyZ6qvP5u_DrSaC7ZbF/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av151;Sua comunicação é estilo Casas Bahia ou Breton? E Pq isso interfere no seu negócio!?;áudio;IGTV;Enviado;https://drive.google.com/file/d/1IG9I7Ox20os3AviuMmGU_53Lqxh2GOll/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av152;Isso é o pulo do gato na hora de escolher os seus clientes!;áudio;Feed;Enviado;https://drive.google.com/file/d/1t-o7tprVH5L0K0I6LEb8hapYhThSoDvv/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av153;É ISSO QUE ACONTECE QUANDO VOCE NÃO FAZ UM PRÉ BRIEFING BEM FEITO!;áudio;Feed;Enviado;https://drive.google.com/file/d/15aAMWFhRRR2ZmmIEp7e71Ngx7sLM-Zr0/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av154;USE ESSA ESTRATÉGIA  quando o cliente pedir um orçamento e economize TEMPO!;áudio;Feed;Enviado;https://drive.google.com/file/d/1Ouizwyhr-Id9P_rXYNqyL7mIG-MJkfvf/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av155;Negócio fechado ou não, todo mundo merece isso!;áudio;Reels;Enviado;https://drive.google.com/file/d/1WHiw0W4WTLwNPFjmrC1wUyy0NVHNXapr/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av156;6 VANTAGENS AO USAR O SIMPLIFIK COM O CLIENTE QUE PEDE ORÇAMENTO!;áudio;Feed;Enviado;https://drive.google.com/file/d/1zL_kp8JR7-AqxJcIk7u5y5m9Q9M2LFtP/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av157;NÃO DESPERDICE O SEU TEMPO FAZENDO ISSO! ;áudio;Reels;Enviado;https://drive.google.com/file/d/198mLx6JZEaEL-tMxH6Vml_IYz_O8u2t6/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av158;Essas PERGUNTAM NÃO PODEM faltar no seu PRÉ BRIENFIG!;áudio;IGTV;Enviado;https://drive.google.com/file/d/1Tdtv7ruA02W1Fq1op5z1V9yIVNjGQxoL/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av159;PERGUNTE ISSO NO PRÉ BRIEFING!;áudio;Reels;Enviado;https://drive.google.com/file/d/1D64ioLVLxTYqYexxnp0GJ7UZkv2hcKIu/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av160;EDUQUE SEU CLIENTE!;áudio;Reels;Enviado;https://drive.google.com/file/d/1FoiRJbfP4P3D1gsBagqUW6MNFYPLqQp2/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av161;Apresentação de Proposta x Apresentação de Proposta Irresistível;áudio;Feed;Enviado;https://drive.google.com/file/d/1QYD1G1nXnmT4cqkkhCjDMz-Y0I_pJ0e7/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av162;A FACULDADE NÃO TE PREPARA PARA ISSO!;áudio;Reels;Enviado;https://drive.google.com/file/d/1MRIMewJPZeTI9G8rJD-AnHY0Py91YtLh/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av163;Esse tipo de cliente não quer qualidade, quer preço!;áudio;Feed;Enviado;https://drive.google.com/file/d/1ZOtUYJB_7wXgaN-uyDFnqjapdh1UIBnh/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av164;SE O CLIENTE FIZER ISSO SUA CHANCE DE SER CONTRATADO É ENORME!;áudio;Feed;Enviado;https://drive.google.com/file/d/13fhkk4piNitMcajEPqnM2TUBEYSJo6Cz/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av165;É ISSO QUE UMA API FAZ COM SEU CLIENTE! ;áudio;IGTV;Enviado;https://drive.google.com/file/d/1V_fMA_hvNPBlpJ6tcVsdFv3HbqLtoGI_/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
av166;Acompanhamento de obra online? Só se for dessa forma!;áudio;IGTV;Enviado;https://drive.google.com/file/d/102FWtjEQG6jZ8fQuOe9ICeos_9WbcUQt/view?usp=sharing;Live 1 - Fazer uma Reunião ou enviar uma proposta
v142;Por qual desses motivos o cliente não respondeu sua proposta? - Live 2;03:50 - 04:05;Reels;Enviado;https://drive.google.com/file/d/1cdFMsK7dIgesVeta8NgypK5KmEhNkL9N/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v167;Saiba como vender Projeto para esse perfil de cliente!;01:37 – 01:39, 13:54 – 13:56, 14:04 – 14:28, 15:59 – 16:09, 22:21 – 22:46;Feed;Enviado;https://drive.google.com/file/d/17m54uAKBYpuT1yTBmp53X8Sus3M6m2ER/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v168;Se Voce FAZ ISSO pra apresentar uma PROPOSTA, olha o que ACONTECE!;05:19 – 05:43, 05:55 – 06:23;Feed;Enviado;https://drive.google.com/file/d/1TzrOFunFsQzNUUp3671m1PT-SeAF93uz/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v169;Se voce VENDE PROJETO assim está cometendo um grande ERRO;09:40 – 09:56, 10:14 – 11:04;Feed;Enviado;https://drive.google.com/file/d/1xDuTlQ46QQeTuF-e8hpjfNWrpRggHvnw/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v170;"Sem SABER ISSO voce não VENDE PROJETO! Voce está brincando de ""casinha""!";12:16 – 12:33;Reels;Enviado;https://drive.google.com/file/d/1e4fsMqOuPUZxmx1RD80-_Ko21EbB6TIf/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v171;O jeito certo de vender para um cliente indeciso!;25:21 – 25:26, 25:32 – 26:03, 16:28 – 16:34, 16:38 – 16:56;Feed;Enviado;https://drive.google.com/file/d/1qyuj5XYvYSV5AlV1LJdAsBCO6BVQ9eu7/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v172;FAÇA ISSO e quebre o gelo no 1ª contato com seu cliente!;17:02 – 17:13;Reels;Enviado;https://drive.google.com/file/d/1dKxd8BmHm_H4FFzmbmRI1bs8N6gmLGNF/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v173;ISSO NINGUÉM TE CONTA NA HORA DE VENDER SEU PROJETO DE INTERIORES!;17:24 – 17:45, 18:25 – 18:55, 19:20 – 19:29, 19:52 – 20:02,;Feed;Enviado;https://drive.google.com/file/d/1XNfwWTSmCTva71_rZtcQo8EA2WO86mE7/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v174;APLIQUE ISSO E AUMENTE SUAS CHANCES DE SER O ARQUITETO  CONTRATADO!;20:27 – 21:50;IGTV;Enviado;https://drive.google.com/file/d/1rZY4Z1yF5BvZoF6dUdaXO8epulASfDyi/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v175;O SEGREDO DOS ARQUITETOS E DESIGNERS QUE SABEM VENDER!;22:48 – 22:59;Reels;Enviado;https://drive.google.com/file/d/1iRbF75R2O3BC851w1UASEtTbnVmwVQsy/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v176;Arquitetos e Designers ajam assim e veja o que acontece!;23:04 – 23:45;Feed;Enviado;https://drive.google.com/file/d/1ZGsIsjCxs6WKxMjgeNDsyE0iN_UJSw3s/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v177;O passo a passo para vender projeto para o cliente com esse perfil! ;29:28 – 29:29, 29:44 – 30:36, 31:05 – 31:11, 31:17 – 32:00;IGTV;Enviado;https://drive.google.com/drive/folders/1216FJ7mcw53LOh7_zX-YJ52FjlzDxy9a?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v178;COMO VENDER PARA UM CLIENTE COM UM PERFIL MAIS INFLUENCIÁVEL?;33:09 – 33:12, 33:17 – 34:17, 34:23 – 35:47;IGTV;Enviado;https://drive.google.com/drive/folders/1VOUbjfAbc4rw4rLMh4dE2SZNSM9ZbZL8?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v179;Simples assim!;34:23 – 35:47;Reels;Enviado;https://drive.google.com/file/d/1O3xqw3Zd84selxkScBnGyYFmMsBzJpkH/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v180;SEU CLIENTE NÃO COMPRA PROJETO DE INTERIORES, ELE COMPRA ISSO!;35:47 – 36:43;Reels;Enviado;https://drive.google.com/file/d/1oSU7FLa3QVAIOvcWYNXO0bNgcT8TiNon/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v181;ARQUITETO, DESIGNER O QUANTO ANTES VOCE SOUBER ISSO MELHOR!;38:01 – 38:15;Reels;Enviado;https://drive.google.com/file/d/1Jj7DAiIxDEGT4MEkuS9qj1yjrrCWhd4Y/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v182;FAÇA ISSO E PERCA  CLIENTES!;38:16 – 38:55;Feed;Enviado;https://drive.google.com/file/d/1mwZoAoaShClj3djD7YSRJgJwS2i5KBV0/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v183;SEM SABER ISSO SUA EXPERTISE VALE 1 REAL!;42:06 – 43:08;Feed;Enviado;https://drive.google.com/file/d/1TSQsQvb1wx_siURYt_hT7v1hoO0XRmPz/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v184;SEM SABER ISSO SUA EXPERTISE VALE 1 REAL!;42:06 – 43:08;Reels;Enviado;https://drive.google.com/file/d/1GXAypi1oGtY095RcWz1Y6Fnp6rwLXt4h/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
v185;NEM COM REZA VOCE VENDE PARA ESSE PERFIL DE CLIENTE!;50:30 – 50:45;Reels;Enviado;https://drive.google.com/file/d/1kCGTVcMFUl5PrFWvBNh0asWJ0WtP8Z3S/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
av167;Saiba como vender Projeto para esse perfil de cliente!;Áudio;Feed;Enviado;https://drive.google.com/file/d/19dEOXrZeTl8uYvwDCy0eOYQVD5vEzIjU/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
av168;Se Voce FAZ ISSO pra apresentar uma PROPOSTA, olha o que ACONTECE!;Áudio;Feed;Enviado;https://drive.google.com/file/d/1H72rUsu1WGZkxBHVOu_GYWApjlHaqBO4/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
av169;Se voce VENDE PROJETO assim está cometendo um grande ERRO;Áudio;Feed;Enviado;https://drive.google.com/file/d/1w-HXy2gXErJ9nyCuKemlUMEbIfeLIgRi/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
av170;"Sem SABER ISSO voce não VENDE PROJETO! Voce está brincando de ""casinha""!";Áudio;Reels;Enviado;https://drive.google.com/open?id=13mF5nKVvjIzxZ05dKWqYeNgLi0zQe85V&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
av171;O jeito certo de vender para um cliente indeciso!;Áudio;Feed;Enviado;https://drive.google.com/file/d/1RLuPghMtq6DTkjSNC0hX2ITdU6BnkKlx/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
av172;FAÇA ISSO e quebre o gelo no 1ª contato com seu cliente!;Áudio;Reels;Enviado;https://drive.google.com/open?id=14-IG2vryMOSXdCSQSEcHxAMAH-2s3qmI&authuser=f215775%40dac.unicamp.br&usp=drive_fs;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
av173;ISSO NINGUÉM TE CONTA NA HORA DE VENDER SEU PROJETO DE INTERIORES!;Áudio;Feed;Enviado;https://drive.google.com/file/d/1UNbd9fiaBLozF4jYz6HMvqydHPnyA-cY/view?usp=sharing;Live 2 - Como identificar e vender para os 4 principais perfis de Clientes
